ID	xTB_EA	xTB_IP	xTB_Opticalgap	DFT_IP	DFT_EA	TDDFT_opticalgap	2_IP_cal	2_EA_cal	2_xTB_Og_cal	A	A_EA	A_IP	A_opticalgap	A_osc_strength	B	B_EA	B_IP	B_opticalgap	B_osc_strength	C	C_EA	C_IP	C_opticalgap	C_osc_strength	Smiles	TDDFT_A	A_DFT_IP	A_DFT_EA	V_oc_expPCBM
17045	-4.0678	-5.6994	2.206				-5.357438561346073	-3.1716858241378314	2.112688730319029	Brc1ccc2cc3cc(Br)ccc3cc2c1	-2.1051	-6.0878	3.556	0.1954	Brc1oc(Br)c2nccnc12	-2.3704	-7.2601	3.17	0.0973	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2oc(-c3ccc4cc5ccccc5cc4c3)c3nccnc23)=C2C(=O)NC(c3oc(-c4ccc5cc6ccccc6cc5c4)c4nccnc34)=C12	3.6428	-6.121363754737077	-1.4670002806003577	1.1674416570986104
16896	-4.515	-5.9125	2.127				-5.5347751215760175	-3.5646791499304085	2.0094728262514217	Brc1ccc2cc3cc(Br)ccc3cc2c1	-2.1051	-6.0878	3.556	0.1954	Brc1c2ccncc2c(Br)c2nonc12	-3.3147	-7.1365	2.965	0.2267	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2c3ccncc3c(-c3ccc4cc5ccccc5cc4c3)c3nonc23)=C2C(=O)NC(c3c4ccncc4c(-c4ccc5cc6ccccc6cc5c4)c4nonc34)=C12	3.6428	-6.121363754737077	-1.4670002806003577	1.3447785914430974
16909	-4.3605	-5.7810000000000015	2.0709999999999997				-5.425344067281143	-3.428906634646524	1.9363071221022332	Brc1ccc2cc3cc(Br)ccc3cc2c1	-2.1051	-6.0878	3.556	0.1954	Brc1c2ccccc2c(Br)c2nonc12	-3.0315	-6.6972	2.812	0.1911	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2c3ccccc3c(-c3ccc4cc5ccccc5cc4c3)c3nonc23)=C2C(=O)NC(c3c4ccccc4c(-c4ccc5cc6ccccc6cc5c4)c4nonc34)=C12	3.6428	-6.121363754737077	-1.4670002806003577	1.2353473062891787
acb_23805	-4.3132	-6.1777	2.171				-5.755468015864994	-3.387340032880002	2.0669601652257854	Brc1ccc2cc3cc(Br)ccc3cc2c1	-2.1051	-6.0878	3.556	0.1954	Brc1c2cnncc2c(Br)c2nonc12	-3.5134	-7.6538	3.312	0.2437	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2c3cnncc3cc3nonc23)=C2C(=O)NC(c3ccc4cc5ccccc5cc4c3)=C12	3.6428	-6.121363754737077	-1.4670002806003577	1.5654719513124442
acb_23864	-4.4597	-6.1224	2.124				-5.709448720788899	-3.5160822561103515	2.005553234957716	Brc1ccc2cc3cc(Br)ccc3cc2c1	-2.1051	-6.0878	3.556	0.1954	Cn1c(=O)c2ccc3c4c(Br)cc5c(=O)n(C)c(=O)c6ccc(c7c(Br)cc(c1=O)c2c37)c4c65	-4.1602	-6.8714	2.927	1.4396	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	Cn1c(=O)c2ccc3c4ccc5c(=O)n(C)c(=O)c6cc(C7=C8C(=O)NC(c9ccc%10cc%11ccccc%11cc%10c9)=C8C(=O)N7)c(c7ccc(c1=O)c2c37)c4c56	3.6428	-6.121363754737077	-1.4670002806003577	1.5194525591526586
acb_23801	-3.9702	-5.9837	2.2				-5.594026004205637	-3.0859162610847104	2.1048495477316163	Brc1ccc2cc3cc(Br)ccc3cc2c1	-2.1051	-6.0878	3.556	0.1954	Brc1c2ccccc2c(Br)c2nonc12	-3.0315	-6.6972	2.812	0.1911	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2c3ccccc3cc3nonc23)=C2C(=O)NC(c3ccc4cc5ccccc5cc4c3)=C12	3.6428	-6.121363754737077	-1.4670002806003577	1.4040295990701623
acb_23802	-4.1147	-6.1127	2.063				-5.701376620205933	-3.2129009113016767	1.9258548786523488	Brc1ccc2cc3cc(Br)ccc3cc2c1	-2.1051	-6.0878	3.556	0.1954	Brc1c2ccncc2c(Br)c2nonc12	-3.3147	-7.1365	2.965	0.2267	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2c3cnccc3cc3nonc23)=C2C(=O)NC(c3ccc4cc5ccccc5cc4c3)=C12	3.6428	-6.121363754737077	-1.4670002806003577	1.511380441540547
24839	-4.0643	-6.0003	2.2319999999999998				-5.607840114481643	-3.16861007136441	2.1466585215311533	Brc1ccc2c(ccc3nc(Br)ccc32)n1	-2.1457	-7.2465	4.124	0.0119	Brc1oc(Br)c2cnccc12	-1.5233	-6.8063	3.641	0.191	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2oc(-c3ccc4c(ccc5ncccc54)n3)c3ccncc23)=C2C(=O)NC(c3oc(-c4ccc5c(ccc6ncccc65)n4)c4ccncc34)=C12	4.4619	-7.257063513801497	-1.374639650432291	1.4178437384888305
24999	-4.3222	-6.2362	2.178				-5.804150271958152	-3.3952491114402275	2.076105878244434	Brc1ccc2c(ccc3nc(Br)ccc32)n1	-2.1457	-7.2465	4.124	0.0119	Brc1oc(Br)c2nccnc12	-2.3704	-7.2601	3.17	0.0973	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2oc(-c3ccc4c(ccc5ncccc54)n3)c3nccnc23)=C2C(=O)NC(c3oc(-c4ccc5c(ccc6ncccc65)n4)c4nccnc34)=C12	4.4619	-7.257063513801497	-1.374639650432291	1.6141543101071538
24899	-4.0936	-6.2382	2.222				-5.805814622593815	-3.19435851601048	2.133593217218797	Brc1ccc2c(ccc3nc(Br)ccc32)n1	-2.1457	-7.2465	4.124	0.0119	Brc1c2cccnc2c(Br)c2cccnc12	-2.7171	-6.8831	3.687	0.1753	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2c3cccnc3c(-c3ccc4c(ccc5ncccc54)n3)c3cccnc23)=C2C(=O)NC(c3c4cccnc4c(-c4ccc5c(ccc6ncccc65)n4)c4cccnc34)=C12	4.4619	-7.257063513801497	-1.374639650432291	1.6158186642539818
24866	-4.2879	-6.2422	2.185				-5.809143323865143	-3.3651067342606984	2.085251591263083	Brc1ccc2c(ccc3nc(Br)ccc32)n1	-2.1457	-7.2465	4.124	0.0119	Brc1oc(Br)c2ncncc12	-2.0534	-7.3592	3.451	0.1289	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2oc(-c3ccc4c(ccc5ncccc54)n3)c3ncncc23)=C2C(=O)NC(c3oc(-c4ccc5c(ccc6ncccc65)n4)c4ncncc34)=C12	4.4619	-7.257063513801497	-1.374639650432291	1.6191473725476377
24884	-4.2144	-6.2758	2.247				-5.837104414544289	-3.300515926018851	2.166256477999686	Brc1ccc2c(ccc3nc(Br)ccc32)n1	-2.1457	-7.2465	4.124	0.0119	Brc1oc(Br)c2cnncc12	-1.7504	-7.4284	3.8139999999999996	0.1315	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2oc(-c3ccc4c(ccc5ncccc54)n3)c3cnncc23)=C2C(=O)NC(c3oc(-c4ccc5c(ccc6ncccc65)n4)c4cnncc34)=C12	4.4619	-7.257063513801497	-1.374639650432291	1.6471085222143405
24863	-4.4289	-6.2287	2.002				-5.797908957074412	-3.4890156317042433	1.846156522346981	Brc1ccc2c(ccc3nc(Br)ccc32)n1	-2.1457	-7.2465	4.124	0.0119	Brc1c2ccccc2c(Br)c2nonc12	-3.0315	-6.6972	2.812	0.1911	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2c3ccccc3c(-c3ccc4c(ccc5ncccc54)n3)c3nonc23)=C2C(=O)NC(c3c4ccccc4c(-c4ccc5c(ccc6ncccc65)n4)c4nonc34)=C12	4.4619	-7.257063513801497	-1.374639650432291	1.607912982056548
24986	-3.8145	-5.7068	2.251				-5.363596658698027	-2.9490892019927952	2.171482599724628	Brc1ccc2c(ccc3nc(Br)ccc32)n1	-2.1457	-7.2465	4.124	0.0119	Brc1oc(Br)c2ccccc12	-1.114	-6.3222	3.717	0.2092	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2oc(-c3ccc4c(ccc5ncccc54)n3)c3ccccc23)=C2C(=O)NC(c3oc(-c4ccc5c(ccc6ncccc65)n4)c4ccccc34)=C12	4.4619	-7.257063513801497	-1.374639650432291	1.1735997674418719
27901	-3.4454	-5.1088	2.164				-4.865955818634645	-2.6247291023728474	2.057814452207137	Brc1cc2oc3cc(Br)[nH]c3c2[nH]1	-0.8458	-5.7851	4.833	0.7724	Brc1oc(Br)c2ncccc12	-1.6677	-6.9095	3.49	0.14400000000000002	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2oc(-c3cc4oc5cc[nH]c5c4[nH]3)c3cccnc23)=C2C(=O)NC(c3oc(-c4cc5oc6cc[nH]c6c5[nH]4)c4cccnc34)=C12	4.8858	-5.5060306359593225	0.6445759775542483	0.675957877540402
27926	-4.0064	-5.5463	2.019				-5.2300325201860325	-3.1177283326269536	1.8683675396779853	Brc1cc2oc3cc(Br)[nH]c3c2[nH]1	-0.8458	-5.7851	4.833	0.7724	CN1C(=O)C2=C(Br)N(C)C(=O)C2=C1Br	-2.4849	-6.6963	3.2319999999999998	0.4394	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	CN1C(=O)C2=C(c3cc4oc5cc[nH]c5c4[nH]3)N(C)C(=O)C2=C1C1=C2C(=O)NC(C3=C4C(=O)N(C)C(c5cc6oc7cc[nH]c7c6[nH]5)=C4C(=O)N3C)=C2C(=O)N1	4.8858	-5.5060306359593225	0.6445759775542483	1.0400353471589525
27909	-3.7791	-5.2815	2.162				-5.009672496024186	-2.9179801596559054	2.055201391344666	Brc1cc2oc3cc(Br)[nH]c3c2[nH]1	-0.8458	-5.7851	4.833	0.7724	Brc1oc(Br)c2nccnc12	-2.3704	-7.2601	3.17	0.0973	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2oc(-c3cc4oc5cc[nH]c5c4[nH]3)c3nccnc23)=C2C(=O)NC(c3oc(-c4cc5oc6cc[nH]c6c5[nH]4)c4nccnc34)=C12	4.8858	-5.5060306359593225	0.6445759775542483	0.8196748581189699
27760	-4.2422	-5.5771	2.112				-5.25566351997525	-3.324946190904883	1.9898748697828896	Brc1cc2oc3cc(Br)[nH]c3c2[nH]1	-0.8458	-5.7851	4.833	0.7724	Brc1c2ccncc2c(Br)c2nonc12	-3.3147	-7.1365	2.965	0.2267	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2c3ccncc3c(-c3cc4oc5cc[nH]c5c4[nH]3)c3nonc23)=C2C(=O)NC(c3c4ccncc4c(-c4cc5oc6cc[nH]c6c5[nH]4)c4nonc34)=C12	4.8858	-5.5060306359593225	0.6445759775542483	1.0656664010200978
27876	-3.8541	-5.4289999999999985	2.225				-5.1324183554043685	-2.983889147657791	2.137512808512504	Brc1cc2oc3cc(Br)[nH]c3c2[nH]1	-0.8458	-5.7851	4.833	0.7724	Brc1ccc(Br)c2nonc12	-2.4663	-7.8366	3.944	0.1946	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2ccc(-c3cc4oc5cc[nH]c5c4[nH]3)c3nonc23)=C2C(=O)NC(c3ccc(-c4cc5oc6cc[nH]c6c5[nH]4)c4nonc34)=C12	4.8858	-5.5060306359593225	0.6445759775542483	0.9424209764475098
27809	-3.7345	-5.3636	2.209				-5.077994089618173	-2.8787862814574505	2.116608321612736	Brc1cc2oc3cc(Br)[nH]c3c2[nH]1	-0.8458	-5.7851	4.833	0.7724	Brc1c2cccnc2c(Br)c2cccnc12	-2.7171	-6.8831	3.687	0.1753	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2c3cccnc3c(-c3cc4oc5cc[nH]c5c4[nH]3)c3cccnc23)=C2C(=O)NC(c3c4cccnc4c(-c4cc5oc6cc[nH]c6c5[nH]4)c4cccnc34)=C12	4.8858	-5.5060306359593225	0.6445759775542483	0.8879965958462455
27776	-3.7828	-5.2847	2.075				-5.0123354570412495	-2.9212316697306653	1.9415332438271748	Brc1cc2oc3cc(Br)[nH]c3c2[nH]1	-0.8458	-5.7851	4.833	0.7724	Brc1oc(Br)c2ncncc12	-2.0534	-7.3592	3.451	0.1289	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2oc(-c3cc4oc5cc[nH]c5c4[nH]3)c3ncncc23)=C2C(=O)NC(c3oc(-c4cc5oc6cc[nH]c6c5[nH]4)c4ncncc34)=C12	4.8858	-5.5060306359593225	0.6445759775542483	0.8223378247538957
27794	-3.7183	-5.3741	2.254				-5.086731930455406	-2.8645499400490437	2.1754021910183345	Brc1cc2oc3cc(Br)[nH]c3c2[nH]1	-0.8458	-5.7851	4.833	0.7724	Brc1oc(Br)c2cnncc12	-1.7504	-7.4284	3.8139999999999996	0.1315	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2oc(-c3cc4oc5cc[nH]c5c4[nH]3)c3cnncc23)=C2C(=O)NC(c3oc(-c4cc5oc6cc[nH]c6c5[nH]4)c4cnncc34)=C12	4.8858	-5.5060306359593225	0.6445759775542483	0.8967344551170908
27814	-3.7073	-5.3281	2.249				-5.048451865835147	-2.854883288475433	2.168869538862157	Brc1cc2oc3cc(Br)[nH]c3c2[nH]1	-0.8458	-5.7851	4.833	0.7724	Brc1c2cccnc2c(Br)c2ncccc12	-2.7102	-6.8773	3.688	0.1734	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2c3cccnc3c(-c3cc4oc5cc[nH]c5c4[nH]3)c3ncccc23)=C2C(=O)NC(c3c4cccnc4c(-c4cc5oc6cc[nH]c6c5[nH]4)c4ncccc34)=C12	4.8858	-5.5060306359593225	0.6445759775542483	0.8584543097400554
27773	-4.0718	-5.3368	2.081				-5.0556917911002826	-3.1752009701645982	1.9493724264145882	Brc1cc2oc3cc(Br)[nH]c3c2[nH]1	-0.8458	-5.7851	4.833	0.7724	Brc1c2ccccc2c(Br)c2nonc12	-3.0315	-6.6972	2.812	0.1911	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2c3ccccc3c(-c3cc4oc5cc[nH]c5c4[nH]3)c3nonc23)=C2C(=O)NC(c3c4ccccc4c(-c4cc5oc6cc[nH]c6c5[nH]4)c4nonc34)=C12	4.8858	-5.5060306359593225	0.6445759775542483	0.8656942502787555
27746	-4.4181	-5.7446	2.057				-5.395052885712067	-3.4795247374319724	1.918015696064935	Brc1cc2oc3cc(Br)[nH]c3c2[nH]1	-0.8458	-5.7851	4.833	0.7724	Brc1c2cnncc2c(Br)c2nonc12	-3.5134	-7.6538	3.312	0.2437	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2c3cnncc3c(-c3cc4oc5cc[nH]c5c4[nH]3)c3nonc23)=C2C(=O)NC(c3c4cnncc4c(-c4cc5oc6cc[nH]c6c5[nH]4)c4nonc34)=C12	4.8858	-5.5060306359593225	0.6445759775542483	1.205056060816915
acb_15850	-4.1189	-5.9895	2.0980000000000003				-5.598852621049059	-3.2165918146297825	1.9715834437455928	Brc1cc2oc3cc(Br)[nH]c3c2[nH]1	-0.8458	-5.7851	4.833	0.7724	Brc1c2cnncc2c(Br)c2nonc12	-3.5134	-7.6538	3.312	0.2437	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2c3cnncc3cc3nonc23)=C2C(=O)NC(c3cc4oc5cc[nH]c5c4[nH]3)=C12	4.8858	-5.5060306359593225	0.6445759775542483	1.4088562260959598
acb_15777	-4.0097	-6.1233	2.199				-5.710197678574947	-3.1206283280990363	2.1035430173003804	Brc1cc2oc3cc(Br)[nH]c3c2[nH]1	-0.8458	-5.7851	4.833	0.7724	Brc1nnc(Br)c2nonc12	-3.2542	-8.6913	4.996	0.2667	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2nncc3nonc23)=C2C(=O)NC(c3cc4oc5cc[nH]c5c4[nH]3)=C12	4.8858	-5.5060306359593225	0.6445759775542483	1.5202015185187312
acb_15909	-4.3665	-5.89	1.9409999999999998				-5.516051176924802	-3.434179353686676	1.766458166041614	Brc1cc2oc3cc(Br)[nH]c3c2[nH]1	-0.8458	-5.7851	4.833	0.7724	Cn1c(=O)c2ccc3c4c(Br)cc5c(=O)n(C)c(=O)c6ccc(c7c(Br)cc(c1=O)c2c37)c4c65	-4.1602	-6.8714	2.927	1.4396	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	Cn1c(=O)c2ccc3c4ccc5c(=O)n(C)c(=O)c6cc(C7=C8C(=O)NC(c9cc%10oc%11cc[nH]c%11c%10[nH]9)=C8C(=O)N7)c(c7ccc(c1=O)c2c37)c4c56	4.8858	-5.5060306359593225	0.6445759775542483	1.3260546072912849
acb_15904	-4.3434	-6.0719	2.18				-5.667423867238396	-3.4138793853820943	2.0787189391069054	Brc1cc2oc3cc(Br)[nH]c3c2[nH]1	-0.8458	-5.7851	4.833	0.7724	Cn1c(=O)c2cc(Br)c3c(=O)n(C)c(=O)c4cc(Br)c(c1=O)c2c43	-4.1024	-8.0749	3.525	0.0473	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	Cn1c(=O)c2ccc3c(=O)n(C)c(=O)c4c(C5=C6C(=O)NC(c7cc8oc9cc[nH]c9c8[nH]7)=C6C(=O)N5)cc(c1=O)c2c34	4.8858	-5.5060306359593225	0.6445759775542483	1.4774276169452607
acb_15846	-3.738	-5.7829	1.966				-5.426925200385021	-2.881862034230872	1.7991214268225022	Brc1cc2oc3cc(Br)[nH]c3c2[nH]1	-0.8458	-5.7851	4.833	0.7724	Brc1c2ccccc2c(Br)c2nonc12	-3.0315	-6.6972	2.812	0.1911	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2c3ccccc3cc3nonc23)=C2C(=O)NC(c3cc4oc5cc[nH]c5c4[nH]3)=C12	4.8858	-5.5060306359593225	0.6445759775542483	1.2369284427286622
acb_15847	-3.9548	-5.9308	1.93				-5.550003929892338	-3.0723829488816565	1.7520863312980233	Brc1cc2oc3cc(Br)[nH]c3c2[nH]1	-0.8458	-5.7851	4.833	0.7724	Brc1c2ccncc2c(Br)c2nonc12	-3.3147	-7.1365	2.965	0.2267	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2c3cnccc3cc3nonc23)=C2C(=O)NC(c3cc4oc5cc[nH]c5c4[nH]3)=C12	4.8858	-5.5060306359593225	0.6445759775542483	1.36000743188657
3457	-3.8	-5.7914	2.245				-5.433998690586593	-2.936346797645764	2.163643417137215	Brc1ccc2nc(Br)ccc2c1	-1.787	-7.2774	4.367	0.037000000000000005	Brc1oc(Br)c2ncccc12	-1.6677	-6.9095	3.49	0.14400000000000002	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2oc(-c3ccc4ncccc4c3)c3cccnc23)=C2C(=O)NC(c3oc(-c4ccc5ncccc5c4)c4cccnc34)=C12	4.6992	-7.277753967515068	-1.1140768317393972	1.2440019478526827
3465	-4.1241	-6.0120000000000005	2.2569999999999997				-5.617576565700276	-3.2211615044645803	2.1793217823120408	Brc1ccc2nc(Br)ccc2c1	-1.787	-7.2774	4.367	0.037000000000000005	Brc1oc(Br)c2nccnc12	-2.3704	-7.2601	3.17	0.0973	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2oc(-c3ccc4ncccc4c3)c3nccnc23)=C2C(=O)NC(c3oc(-c4ccc5ncccc5c4)c4nccnc34)=C12	4.6992	-7.277753967515068	-1.1140768317393972	1.4275802102477735
3350	-4.0479	-6.1161	2.2359999999999998				-5.704206016286559	-3.1541979726546643	2.1518846432560954	Brc1ccc2nc(Br)ccc2c1	-1.787	-7.2774	4.367	0.037000000000000005	Brc1oc(Br)c2cnncc12	-1.7504	-7.4284	3.8139999999999996	0.1315	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2oc(-c3ccc4ncccc4c3)c3cnncc23)=C2C(=O)NC(c3oc(-c4ccc5ncccc5c4)c4cnncc34)=C12	4.6992	-7.277753967515068	-1.1140768317393972	1.5142098435901525
3329	-4.4161	-6.1054	2.07				-5.69530174038576	-3.477767164418589	1.9350005916709967	Brc1ccc2nc(Br)ccc2c1	-1.787	-7.2774	4.367	0.037000000000000005	Brc1c2ccccc2c(Br)c2nonc12	-3.0315	-6.6972	2.812	0.1911	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2c3ccccc3c(-c3ccc4ncccc4c3)c3nonc23)=C2C(=O)NC(c3c4ccccc4c(-c4ccc5ncccc5c4)c4nonc34)=C12	4.6992	-7.277753967515068	-1.1140768317393972	1.5053055489046252
22511	-4.21	-6.1389	2.2680000000000002				-5.723179613533122	-3.2966492653894064	2.193693617055632	Brc1cncc2c(Br)nccc12	-2.0525	-7.4243	4.332	0.0017	Brc1oc(Br)c2cnccc12	-1.5233	-6.8063	3.641	0.191	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2oc(-c3nccc4ccncc34)c3ccncc23)=C2C(=O)NC(c3oc(-c4nccc5ccncc45)c4ccncc34)=C12	4.6509	-7.6137692946005355	-1.4086399287404925	1.533183480863987
22317	-3.9951	-5.9649	2.185				-5.5783811082304	-3.1077980451013363	2.085251591263083	Brc1ccc(Br)c2cnncc12	-1.8927	-7.4887	4.523	0.0073	Brc1oc(Br)c2cnccc12	-1.5233	-6.8063	3.641	0.191	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2oc(-c3cccc4cnncc34)c3ccncc23)=C2C(=O)NC(c3oc(-c4cccc5cnncc45)c4ccncc34)=C12	4.3847	-7.0610922684230175	-1.3645205688997692	1.3883846700899811
22477	-4.2525	-6.1756	2.265				-5.753720447697548	-3.3339976919238086	2.1897740257619254	Brc1ccc(Br)c2cnncc12	-1.8927	-7.4887	4.523	0.0073	Brc1oc(Br)c2nccnc12	-2.3704	-7.2601	3.17	0.0973	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2oc(-c3cccc4cnncc34)c3nccnc23)=C2C(=O)NC(c3oc(-c4cccc5cnncc45)c4nccnc34)=C12	4.3847	-7.0610922684230175	-1.3645205688997692	1.5637243794582756
22344	-4.2842	-6.2494	2.1959999999999997				-5.81513498615353	-3.3618552241859394	2.099623426006674	Brc1ccc(Br)c2cnncc12	-1.8927	-7.4887	4.523	0.0073	Brc1oc(Br)c2ncncc12	-2.0534	-7.3592	3.451	0.1289	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2oc(-c3cccc4cnncc34)c3ncncc23)=C2C(=O)NC(c3oc(-c4cccc5cnncc45)c4ncncc34)=C12	4.3847	-7.0610922684230175	-1.3645205688997692	1.6251390474762153
22341	-4.4982	-6.2525	2.083				-5.8177147296388085	-3.5499155366179864	1.9519854872770592	Brc1ccc(Br)c2cnncc12	-1.8927	-7.4887	4.523	0.0073	Brc1c2ccccc2c(Br)c2nonc12	-3.0315	-6.6972	2.812	0.1911	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2c3ccccc3c(-c3cccc4cnncc34)c3nonc23)=C2C(=O)NC(c3c4ccccc4c(-c4cccc5cnncc45)c4nonc34)=C12	4.3847	-7.0610922684230175	-1.3645205688997692	1.6277187964037985
36833	-4.0528	-5.9967	2.228				-5.6048442833374486	-3.1585040265374533	2.1414323998062117	Brc1ccc(Br)cc1	-0.236	-7.7621	7.803	1.3259	Brc1oc(Br)c2nccnc12	-2.3704	-7.2601	3.17	0.0973	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2oc(-c3ccccc3)c3nccnc23)=C2C(=O)NC(c3oc(-c4ccccc4)c4nccnc34)=C12	5.5241	-7.8645652366761745	0.3483728405231593	1.4148479010245398
36706	-4.1803	-6.2501	2.267				-5.815717508876013	-3.27054930614066	2.1923870866243957	Brc1ccc(Br)cc1	-0.236	-7.7621	7.803	1.3259	Brc1cccc2nc3c(Br)cccc3nc12	-3.1196	-7.0206	2.905	0.0054	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2cccc3nc4c(-c5ccccc5)cccc4nc23)=C2C(=O)NC(c3cccc4nc5c(-c6ccccc6)cccc5nc34)=C12	5.5241	-7.8645652366761745	0.3483728405231593	1.6257215714276052
36700	-4.0578	-6.0402	2.24				-5.6410439096631295	-3.162897959070913	2.157110764981037	Brc1ccc(Br)cc1	-0.236	-7.7621	7.803	1.3259	Brc1oc(Br)c2ncncc12	-2.0534	-7.3592	3.451	0.1289	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2oc(-c3ccccc3)c3ncncc23)=C2C(=O)NC(c3oc(-c4ccccc4)c4ncncc34)=C12	5.5241	-7.8645652366761745	0.3483728405231593	1.4510476037180415
