ID	xTB_EA	xTB_IP	xTB_Opticalgap	DFT_IP	DFT_EA	TDDFT_opticalgap	2_IP_cal	2_EA_cal	2_xTB_Og_cal	A	A_EA	A_IP	A_opticalgap	A_osc_strength	B	B_EA	B_IP	B_opticalgap	B_osc_strength	C	C_EA	C_IP	C_opticalgap	C_osc_strength	Smiles	TDDFT_A	A_DFT_IP	A_DFT_EA	V_oc_expPC70BM
27167	-3.3847	-4.894	2.171				-4.687204560364386	-2.5713867614166546	2.0669601652257854	Brc1cc2[nH]c3cc(Br)[nH]c3c2[nH]1	-0.7048	-5.4318	4.613	0.0116	Brc1oc(Br)c2cnccc12	-1.5233	-6.8063	3.641	0.191	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2oc(-c3cc4[nH]c5cc[nH]c5c4[nH]3)c3ccncc23)=C2C(=O)NC(c3oc(-c4cc5[nH]c6cc[nH]c6c5[nH]4)c4ccncc34)=C12	4.8799	-5.188092294899902	1.0492264723054203	0.48720622107481065
27319	-3.2754	-4.8856	2.116				-4.6802142876946	-2.47533539623524	1.995100991507832	Brc1cc2[nH]c3cc(Br)[nH]c3c2[nH]1	-0.7048	-5.4318	4.613	0.0116	Brc1oc(Br)c2ncccc12	-1.6677	-6.9095	3.49	0.14400000000000002	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2oc(-c3cc4[nH]c5cc[nH]c5c4[nH]3)c3cccnc23)=C2C(=O)NC(c3oc(-c4cc5[nH]c6cc[nH]c6c5[nH]4)c4cccnc34)=C12	4.8799	-5.188092294899902	1.0492264723054203	0.4802159336581347
27344	-4.1408	-5.4738	2.1830000000000003				-5.169699809643232	-3.235837239126333	2.0826385304006125	Brc1cc2[nH]c3cc(Br)[nH]c3c2[nH]1	-0.7048	-5.4318	4.613	0.0116	CN1C(=O)C2=C(Br)N(C)C(=O)C2=C1Br	-2.4849	-6.6963	3.2319999999999998	0.4394	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	CN1C(=O)C2=C(c3cc4[nH]c5cc[nH]c5c4[nH]3)N(C)C(=O)C2=C1C1=C2C(=O)NC(C3=C4C(=O)N(C)C(c5cc6[nH]c7cc[nH]c7c6[nH]5)=C4C(=O)N3C)=C2C(=O)N1	4.8799	-5.188092294899902	1.0492264723054203	0.9697024882401504
27327	-3.6318	-5.0615	2.083				-4.8265939261012045	-2.788534907220201	1.9519854872770592	Brc1cc2[nH]c3cc(Br)[nH]c3c2[nH]1	-0.7048	-5.4318	4.613	0.0116	Brc1oc(Br)c2nccnc12	-2.3704	-7.2601	3.17	0.0973	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2oc(-c3cc4[nH]c5cc[nH]c5c4[nH]3)c3nccnc23)=C2C(=O)NC(c3oc(-c4cc5[nH]c6cc[nH]c6c5[nH]4)c4nccnc34)=C12	4.8799	-5.188092294899902	1.0492264723054203	0.6265958808716283
27294	-3.76	-5.207999999999998	2.199				-4.948507610163554	-2.901195337378091	2.1035430173003804	Brc1cc2[nH]c3cc(Br)[nH]c3c2[nH]1	-0.7048	-5.4318	4.613	0.0116	Brc1ccc(Br)c2nonc12	-2.4663	-7.8366	3.944	0.1946	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2ccc(-c3cc4[nH]c5cc[nH]c5c4[nH]3)c3nonc23)=C2C(=O)NC(c3ccc(-c4cc5[nH]c6cc[nH]c6c5[nH]4)c4nonc34)=C12	4.8799	-5.188092294899902	1.0492264723054203	0.748509822126753
27200	-3.9584	-5.1586	2.106				-4.907398149462666	-3.0755465803057467	1.982035687195476	Brc1cc2[nH]c3cc(Br)[nH]c3c2[nH]1	-0.7048	-5.4318	4.613	0.0116	Brc1cccc2nc3c(Br)cccc3nc12	-3.1196	-7.0206	2.905	0.0054	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2cccc3nc4c(-c5cc6[nH]c7cc[nH]c7c6[nH]5)cccc4nc23)=C2C(=O)NC(c3cccc4nc5c(-c6cc7[nH]c8cc[nH]c8c7[nH]6)cccc5nc34)=C12	4.8799	-5.188092294899902	1.0492264723054203	0.7074002747001105
27227	-3.6182	-5.1255	2.204				-4.879853146442435	-2.7765834107291925	2.1100756694565583	Brc1cc2[nH]c3cc(Br)[nH]c3c2[nH]1	-0.7048	-5.4318	4.613	0.0116	Brc1c2cccnc2c(Br)c2cccnc12	-2.7171	-6.8831	3.687	0.1753	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2c3cccnc3c(-c3cc4[nH]c5cc[nH]c5c4[nH]3)c3cccnc23)=C2C(=O)NC(c3c4cccnc4c(-c4cc5[nH]c6cc[nH]c6c5[nH]4)c4cccnc34)=C12	4.8799	-5.188092294899902	1.0492264723054203	0.6798552135701121
27194	-3.6356	-5.0677	2.1				-4.831753413071762	-2.79187429594563	1.9741965046080632	Brc1cc2[nH]c3cc(Br)[nH]c3c2[nH]1	-0.7048	-5.4318	4.613	0.0116	Brc1oc(Br)c2ncncc12	-2.0534	-7.3592	3.451	0.1289	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2oc(-c3cc4[nH]c5cc[nH]c5c4[nH]3)c3ncncc23)=C2C(=O)NC(c3oc(-c4cc5[nH]c6cc[nH]c6c5[nH]4)c4ncncc34)=C12	4.8799	-5.188092294899902	1.0492264723054203	0.6317553787267942
27289	-4.5356	-5.7496	2.215				-5.399213762301224	-3.5827821519682597	2.1244475042001487	Brc1cc2[nH]c3cc(Br)[nH]c3c2[nH]1	-0.7048	-5.4318	4.613	0.0116	Cn1c(=O)c2cc(Br)c3c(=O)n(C)c(=O)c4cc(Br)c(c1=O)c2c43	-4.1024	-8.0749	3.525	0.0473	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	Cn1c(=O)c2cc(-c3cc4[nH]c5cc[nH]c5c4[nH]3)c3c(=O)n(C)c(=O)c4cc(C5=C6C(=O)NC(c7cc8c(=O)n(C)c(=O)c9c(-c%10cc%11[nH]c%12cc[nH]c%12c%11[nH]%10)cc%10c(=O)n(C)c(=O)c7c%10c89)=C6C(=O)N5)c(c1=O)c2c43	4.8799	-5.188092294899902	1.0492264723054203	1.1992169250876819
27212	-3.559	-5.1419	2.249				-4.893500821654875	-2.724559249533037	2.168869538862157	Brc1cc2[nH]c3cc(Br)[nH]c3c2[nH]1	-0.7048	-5.4318	4.613	0.0116	Brc1oc(Br)c2cnncc12	-1.7504	-7.4284	3.8139999999999996	0.1315	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2oc(-c3cc4[nH]c5cc[nH]c5c4[nH]3)c3cnncc23)=C2C(=O)NC(c3oc(-c4cc5[nH]c6cc[nH]c6c5[nH]4)c4cnncc34)=C12	4.8799	-5.188092294899902	1.0492264723054203	0.6935029175740988
27277	-4.3115	-5.7326	2.1069999999999998				-5.385066781898086	-3.385846095818625	1.983342217626712	Brc1cc2[nH]c3cc(Br)[nH]c3c2[nH]1	-0.7048	-5.4318	4.613	0.0116	Brc1nnc(Br)c2nonc12	-3.2542	-8.6913	4.996	0.2667	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2nnc(-c3cc4[nH]c5cc[nH]c5c4[nH]3)c3nonc23)=C2C(=O)NC(c3nnc(-c4cc5[nH]c6cc[nH]c6c5[nH]4)c4nonc34)=C12	4.8799	-5.188092294899902	1.0492264723054203	1.185069914839648
27284	-4.5408	-5.5592	1.932				-5.240767581786062	-3.5873518418030583	1.754699392160494	Brc1cc2[nH]c3cc(Br)[nH]c3c2[nH]1	-0.7048	-5.4318	4.613	0.0116	Cn1c(=O)c2ccc3c4c(Br)cc5c(=O)n(C)c(=O)c6ccc(c7c(Br)cc(c1=O)c2c37)c4c65	-4.1602	-6.8714	2.927	1.4396	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	Cn1c(=O)c2ccc3c4c(-c5cc6[nH]c7cc[nH]c7c6[nH]5)cc5c(=O)n(C)c(=O)c6ccc(c7c(C8=C9C(=O)NC(c%10cc%11c(=O)n(C)c(=O)c%12ccc%13c%14c(-c%15cc%16[nH]c%17cc[nH]c%17c%16[nH]%15)cc%15c(=O)n(C)c(=O)c%16ccc(c%10c%13c%12%11)c%14c%16%15)=C9C(=O)N8)cc(c1=O)c2c37)c4c65	4.8799	-5.188092294899902	1.0492264723054203	1.04077041030969
27232	-3.5704	-5.0993	2.245				-4.858050153115244	-2.734577415709324	2.163643417137215	Brc1cc2[nH]c3cc(Br)[nH]c3c2[nH]1	-0.7048	-5.4318	4.613	0.0116	Brc1c2cccnc2c(Br)c2ncccc12	-2.7102	-6.8773	3.688	0.1734	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2c3cccnc3c(-c3cc4[nH]c5cc[nH]c5c4[nH]3)c3ncccc23)=C2C(=O)NC(c3c4cccnc4c(-c4cc5[nH]c6cc[nH]c6c5[nH]4)c4ncccc34)=C12	4.8799	-5.188092294899902	1.0492264723054203	0.6580521742466703
27314	-3.1067	-4.7217	2.188				-4.5438207531019765	-2.327084112556331	2.08917118255679	Brc1cc2[nH]c3cc(Br)[nH]c3c2[nH]1	-0.7048	-5.4318	4.613	0.0116	Brc1oc(Br)c2ccccc12	-1.114	-6.3222	3.717	0.2092	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2oc(-c3cc4[nH]c5cc[nH]c5c4[nH]3)c3ccccc23)=C2C(=O)NC(c3oc(-c4cc5[nH]c6cc[nH]c6c5[nH]4)c4ccccc34)=C12	4.8799	-5.188092294899902	1.0492264723054203	0.34382211132560686
acb_15665	-3.9852	-5.8303	2.025				-5.466370310450247	-3.099098058685087	1.8762067222653984	Brc1cc2[nH]c3cc(Br)[nH]c3c2[nH]1	-0.7048	-5.4318	4.613	0.0116	Brc1c2cnncc2c(Br)c2nonc12	-3.5134	-7.6538	3.312	0.2437	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2c3cnncc3cc3nonc23)=C2C(=O)NC(c3cc4[nH]c5cc[nH]c5c4[nH]3)=C12	4.8799	-5.188092294899902	1.0492264723054203	1.2663736149121787
acb_15592	-3.8954	-5.9227	2.218				-5.543263309817901	-3.0201830303841626	2.1283670954938554	Brc1cc2[nH]c3cc(Br)[nH]c3c2[nH]1	-0.7048	-5.4318	4.613	0.0116	Brc1nnc(Br)c2nonc12	-3.2542	-8.6913	4.996	0.2667	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2nncc3nonc23)=C2C(=O)NC(c3cc4[nH]c5cc[nH]c5c4[nH]3)=C12	4.8799	-5.188092294899902	1.0492264723054203	1.343266776495618
acb_15724	-4.3282	-5.7579	1.9140000000000001				-5.406120817439231	-3.4005218304803786	1.7311818443982545	Brc1cc2[nH]c3cc(Br)[nH]c3c2[nH]1	-0.7048	-5.4318	4.613	0.0116	Cn1c(=O)c2ccc3c4c(Br)cc5c(=O)n(C)c(=O)c6ccc(c7c(Br)cc(c1=O)c2c37)c4c65	-4.1602	-6.8714	2.927	1.4396	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	Cn1c(=O)c2ccc3c4ccc5c(=O)n(C)c(=O)c6cc(C7=C8C(=O)NC(c9cc%10[nH]c%11cc[nH]c%11c%10[nH]9)=C8C(=O)N7)c(c7ccc(c1=O)c2c37)c4c56	4.8799	-5.188092294899902	1.0492264723054203	1.2061239947970195
acb_15690	-3.637	-5.5365	2.269				-5.2218772020712825	-2.793104597054999	2.1950001474868683	Brc1cc2[nH]c3cc(Br)[nH]c3c2[nH]1	-0.7048	-5.4318	4.613	0.0116	Brc1cccc2nc3c(Br)cccc3nc12	-3.1196	-7.0206	2.905	0.0054	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2cccc3nc4ccccc4nc23)=C2C(=O)NC(c3cc4[nH]c5cc[nH]c5c4[nH]3)=C12	4.8799	-5.188092294899902	1.0492264723054203	1.0218799907431975
acb_15719	-4.2895	-5.9451	2.184				-5.5619040369373325	-3.3665127926714065	2.083945060831848	Brc1cc2[nH]c3cc(Br)[nH]c3c2[nH]1	-0.7048	-5.4318	4.613	0.0116	Cn1c(=O)c2cc(Br)c3c(=O)n(C)c(=O)c4cc(Br)c(c1=O)c2c43	-4.1024	-8.0749	3.525	0.0473	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	Cn1c(=O)c2ccc3c(=O)n(C)c(=O)c4c(C5=C6C(=O)NC(c7cc8[nH]c9cc[nH]c9c8[nH]7)=C6C(=O)N5)cc(c1=O)c2c34	4.8799	-5.188092294899902	1.0492264723054203	1.3619075429400886
18209	-4.1531	-5.8989	2.242				-5.523457537253505	-3.2466463131586427	2.1597238258435083	Brc1ccc2nc3cc(Br)ccc3cc2c1	-2.5419	-6.6089	3.655	0.1788	Brc1oc(Br)c2nccnc12	-2.3704	-7.2601	3.17	0.0973	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2oc(-c3ccc4nc5ccccc5cc4c3)c3nccnc23)=C2C(=O)NC(c3oc(-c4ccc5nc6ccccc6cc5c4)c4nccnc34)=C12	3.7712	-6.587173709305527	-1.7981347817290247	1.323460962148369
18060	-4.5194	-6.2294	2.169				-5.798491479796896	-3.5685458105598533	2.0643471043633146	Brc1ccc2nc3cc(Br)ccc3cc2c1	-2.5419	-6.6089	3.655	0.1788	Brc1c2ccncc2c(Br)c2nonc12	-3.3147	-7.1365	2.965	0.2267	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2c3ccncc3c(-c3ccc4nc5ccccc5cc4c3)c3nonc23)=C2C(=O)NC(c3c4ccncc4c(-c4ccc5nc6ccccc6cc5c4)c4nonc34)=C12	3.7712	-6.587173709305527	-1.7981347817290247	1.5984954849116388
18082	-4.2147	-6.0922	2.263				-5.6843170261903815	-3.3007795619708578	2.187160964899454	Brc1ccc2nc3cc(Br)ccc3cc2c1	-2.5419	-6.6089	3.655	0.1788	Brc1cccc2nc3c(Br)cccc3nc12	-3.1196	-7.0206	2.905	0.0054	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2cccc3nc4c(-c5ccc6nc7ccccc7cc6c5)cccc4nc23)=C2C(=O)NC(c3cccc4nc5c(-c6ccc7nc8ccccc8cc7c6)cccc5nc34)=C12	3.7712	-6.587173709305527	-1.7981347817290247	1.4843207904392621
18109	-4.0215	-6.0391	2.248				-5.6401285168135145	-3.130998008878	2.1675630084309216	Brc1ccc2nc3cc(Br)ccc3cc2c1	-2.5419	-6.6089	3.655	0.1788	Brc1c2cccnc2c(Br)c2cccnc12	-2.7171	-6.8831	3.687	0.1753	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2c3cccnc3c(-c3ccc4nc5ccccc5cc4c3)c3cccnc23)=C2C(=O)NC(c3c4cccnc4c(-c4ccc5nc6ccccc6cc5c4)c4cccnc34)=C12	3.7712	-6.587173709305527	-1.7981347817290247	1.4401321878409858
18076	-4.1733	-5.9508	2.229				-5.566647436248973	-3.264397800593817	2.1427389302374467	Brc1ccc2nc3cc(Br)ccc3cc2c1	-2.5419	-6.6089	3.655	0.1788	Brc1oc(Br)c2ncncc12	-2.0534	-7.3592	3.451	0.1289	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2oc(-c3ccc4nc5ccccc5cc4c3)c3ncncc23)=C2C(=O)NC(c3oc(-c4ccc5nc6ccccc6cc5c4)c4ncncc34)=C12	3.7712	-6.587173709305527	-1.7981347817290247	1.3666509522585468
18094	-4.0906	-6.0038	2.267				-5.610752728094054	-3.1917221564904046	2.1923870866243957	Brc1ccc2nc3cc(Br)ccc3cc2c1	-2.5419	-6.6089	3.655	0.1788	Brc1oc(Br)c2cnncc12	-1.7504	-7.4284	3.8139999999999996	0.1315	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2oc(-c3ccc4nc5ccccc5cc4c3)c3cnncc23)=C2C(=O)NC(c3oc(-c4ccc5nc6ccccc6cc5c4)c4cnncc34)=C12	3.7712	-6.587173709305527	-1.7981347817290247	1.4107563371494787
18073	-4.392	-6.0365	2.07				-5.637964860987152	-3.456588409607316	1.9350005916709967	Brc1ccc2nc3cc(Br)ccc3cc2c1	-2.5419	-6.6089	3.655	0.1788	Brc1c2ccccc2c(Br)c2nonc12	-3.0315	-6.6972	2.812	0.1911	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2c3ccccc3c(-c3ccc4nc5ccccc5cc4c3)c3nonc23)=C2C(=O)NC(c3c4ccccc4c(-c4ccc5nc6ccccc6cc5c4)c4nonc34)=C12	3.7712	-6.587173709305527	-1.7981347817290247	1.43796852745011
acb_24049	-4.5099	-6.4142	2.123				-5.952277478532202	-3.5601973387462813	2.0042467045264805	Brc1ccc2nc3cc(Br)ccc3cc2c1	-2.5419	-6.6089	3.655	0.1788	Cn1c(=O)c2ccc3c4c(Br)cc5c(=O)n(C)c(=O)c6ccc(c7c(Br)cc(c1=O)c2c37)c4c65	-4.1602	-6.8714	2.927	1.4396	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	Cn1c(=O)c2ccc3c4ccc5c(=O)n(C)c(=O)c6cc(C7=C8C(=O)NC(c9ccc%10cc%11ccccc%11nc%10c9)=C8C(=O)N7)c(c7ccc(c1=O)c2c37)c4c56	3.7712	-6.587173709305527	-1.7981347817290247	1.752281808078514
acb_23986	-4.075	-6.2373	2.224				-5.805065664807768	-3.1780130869860117	2.136206278081269	Brc1ccc2nc3cc(Br)ccc3cc2c1	-2.5419	-6.6089	3.655	0.1788	Brc1c2ccccc2c(Br)c2nonc12	-3.0315	-6.6972	2.812	0.1911	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2c3ccccc3cc3nonc23)=C2C(=O)NC(c3ccc4cc5ccccc5nc4c3)=C12	3.7712	-6.587173709305527	-1.7981347817290247	1.6050696837916099
1583	-4.5127	-6.3815	2.08	-5.944412146277008	-3.8282788577601896	1.9055	-5.925065345639104	-3.5626579409650176	1.9480658959833528	Brc1ccnc2c(Br)cncc12	-2.1618	-7.5098	4.3260000000000005	0.0012	Brc1c2ccccc2c(Br)c2nonc12	-3.0315	-6.6972	2.812	0.1911	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2c3ccccc3c(-c3ccnc4ccncc34)c3nonc23)=C2C(=O)NC(c3c4ccccc4c(-c4ccnc5ccncc45)c4nonc34)=C12	4.6885	-7.67933935701128	-1.4626217065293832	1.7250696177778828
1559	-4.2355	-6.1843	2.237				-5.760960372962685	-3.319058321310048	2.1531911736873313	Brc1ccnc2c(Br)cncc12	-2.1618	-7.5098	4.3260000000000005	0.0012	Brc1oc(Br)c2cnccc12	-1.5233	-6.8063	3.641	0.191	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2oc(-c3ccnc4ccncc34)c3ccncc23)=C2C(=O)NC(c3oc(-c4ccnc5ccncc45)c4ccncc34)=C12	4.6885	-7.67933935701128	-1.4626217065293832	1.5609642989006756
1719	-4.4727	-6.3631	2.239				-5.909753319791	-3.5275064806973453	2.1558042345498016	Brc1ccnc2c(Br)cncc12	-2.1618	-7.5098	4.3260000000000005	0.0012	Brc1oc(Br)c2nccnc12	-2.3704	-7.2601	3.17	0.0973	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2oc(-c3ccnc4ccncc34)c3nccnc23)=C2C(=O)NC(c3oc(-c4ccnc5ccncc45)c4nccnc34)=C12	4.6885	-7.67933935701128	-1.4626217065293832	1.7097575596270682
1706	-3.9645	-5.8639	2.2569999999999997				-5.4943314011293936	-3.080907177996567	2.1793217823120408	Brc1ccnc2c(Br)cncc12	-2.1618	-7.5098	4.3260000000000005	0.0012	Brc1oc(Br)c2ccccc12	-1.114	-6.3222	3.717	0.2092	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2oc(-c3ccnc4ccncc34)c3ccccc23)=C2C(=O)NC(c3oc(-c4ccnc5ccncc45)c4ccccc34)=C12	4.6885	-7.67933935701128	-1.4626217065293832	1.2943347645788839
1129	-3.719	-5.6866	2.238				-5.346786717277826	-2.865165090603727	2.1544977041185662	Brc1ccc2c(ccc3cc(Br)ccc32)c1	-1.4904	-6.5867	4.461	0.1565	Brc1oc(Br)c2ncccc12	-1.6677	-6.9095	3.49	0.14400000000000002	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2oc(-c3ccc4c(ccc5ccccc54)c3)c3cccnc23)=C2C(=O)NC(c3oc(-c4ccc5c(ccc6ccccc65)c4)c4cccnc34)=C12	4.3573	-6.615992006455954	-0.8783561471785128	1.1467897694626128
1154	-4.4728	-6.172999999999999	2.06				-5.7515567918711845	-3.527594359348015	1.9219352873586415	Brc1ccc2c(ccc3cc(Br)ccc32)c1	-1.4904	-6.5867	4.461	0.1565	CN1C(=O)C2=C(Br)N(C)C(=O)C2=C1Br	-2.4849	-6.6963	3.2319999999999998	0.4394	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	CN1C(=O)C2=C(c3ccc4c(ccc5ccccc54)c3)N(C)C(=O)C2=C1C1=C2C(=O)NC(C3=C4C(=O)N(C)C(c5ccc6c(ccc7ccccc76)c5)=C4C(=O)N3C)=C2C(=O)N1	4.3573	-6.615992006455954	-0.8783561471785128	1.5515606979710979
1137	-4.0446	-5.8821	2.226				-5.509476991913932	-3.1512979771825806	2.1388193389437395	Brc1ccc2c(ccc3cc(Br)ccc32)c1	-1.4904	-6.5867	4.461	0.1565	Brc1oc(Br)c2nccnc12	-2.3704	-7.2601	3.17	0.0973	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2oc(-c3ccc4c(ccc5ccccc54)c3)c3nccnc23)=C2C(=O)NC(c3oc(-c4ccc5c(ccc6ccccc65)c4)c4nccnc34)=C12	4.3573	-6.615992006455954	-0.8783561471785128	1.3094803873150158
988	-4.464	-6.2307	2.153				-5.799573307710077	-3.519861038089126	2.0434426174635463	Brc1ccc2c(ccc3cc(Br)ccc32)c1	-1.4904	-6.5867	4.461	0.1565	Brc1c2ccncc2c(Br)c2nonc12	-3.3147	-7.1365	2.965	0.2267	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2c3ccncc3c(-c3ccc4c(ccc5ccccc54)c3)c3nonc23)=C2C(=O)NC(c3c4ccncc4c(-c4ccc5c(ccc6ccccc65)c4)c4nonc34)=C12	4.3573	-6.615992006455954	-0.8783561471785128	1.599577315107077
1004	-4.0553	-5.9133	2.14				-5.535440861830281	-3.160700992804183	2.026457721857484	Brc1ccc2c(ccc3cc(Br)ccc32)c1	-1.4904	-6.5867	4.461	0.1565	Brc1oc(Br)c2ncncc12	-2.0534	-7.3592	3.451	0.1289	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2oc(-c3ccc4c(ccc5ccccc54)c3)c3ncncc23)=C2C(=O)NC(c3oc(-c4ccc5c(ccc6ccccc65)c4)c4ncncc34)=C12	4.3573	-6.615992006455954	-0.8783561471785128	1.3354443120055264
1001	-4.3618	-6.0017	2.056				-5.609005159926609	-3.430049057105223	1.9167091656337	Brc1ccc2c(ccc3cc(Br)ccc32)c1	-1.4904	-6.5867	4.461	0.1565	Brc1c2ccccc2c(Br)c2nonc12	-3.0315	-6.6972	2.812	0.1911	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2c3ccccc3c(-c3ccc4c(ccc5ccccc54)c3)c3nonc23)=C2C(=O)NC(c3c4ccccc4c(-c4ccc5c(ccc6ccccc65)c4)c4nonc34)=C12	4.3573	-6.615992006455954	-0.8783561471785128	1.4090087652953098
acb_24171	-3.9637	-6.2006	2.22				-5.77452483064334	-3.0802041487912133	2.130980156356326	Brc1ccc2c(ccc3cc(Br)ccc32)c1	-1.4904	-6.5867	4.461	0.1565	Brc1c2ccccc2c(Br)c2nonc12	-3.0315	-6.6972	2.812	0.1911	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2c3ccccc3cc3nonc23)=C2C(=O)NC(c3ccc4c(ccc5ccccc54)c3)=C12	4.3573	-6.615992006455954	-0.8783561471785128	1.574528785197319
22926	-4.0710000000000015	-5.7528	2.108	-5.492800977915009	-3.2706622549173643	1.9736	-5.401876723318287	-3.1744979409592453	1.984648748057948	Brc1c2ccccc2c(Br)c2ccccc12	-2.1052	-6.0877	3.555	0.1954	Brc1oc(Br)c2ncncc12	-2.0534	-7.3592	3.451	0.1289	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2oc(-c3c4ccccc4cc4ccccc34)c3ncncc23)=C2C(=O)NC(c3oc(-c4c5ccccc5cc5ccccc45)c4ncncc34)=C12	3.6428	-6.121363809163596	-1.467000362238588	1.2018798917226072
22899	-3.8243	-5.6408	2.263				-5.3086730877211314	-2.957701309758375	2.187160964899454	Brc1c2ccccc2c(Br)c2ccccc12	-2.1052	-6.0877	3.555	0.1954	Brc1oc(Br)c2cnccc12	-1.5233	-6.8063	3.641	0.191	O=c1[nH]c(Br)c2c(=O)[nH]c(Br)c12	-2.5304	-6.9624	3.338	0.4055	O=C1NC(c2oc(-c3c4ccccc4cc4ccccc34)c3ccncc23)=C2C(=O)NC(c3oc(-c4c5ccccc5cc5ccccc45)c4ccncc34)=C12	3.6428	-6.121363809163596	-1.467000362238588	1.1086760595002583
